person_name,acct_num,card_company,card_number,txn_datetime,merch_name,merch_cat,txn_amount,currency,pay_meth,city,txn_type,bill_cyc,txn_status
rebeccaruiz,GB55NICD02125765898584,rupay,3523169984603774,2025-05-18 05:33:39,Central,Clothing,28075.28,INR,Bank Transfer,South Hector,Purchase,January,Declined
martinaaron,GB18YALG62626399980537,saphiro,4628044295498569456,2025-06-22 16:10:44,FirstCry,Grocery,44581.78,INR,Credit Card,East Connieborough,Withdrawal,September,Pending
yolandabailey,GB60YLMV87592288142865,Diners Club,180056070867001,2025-05-04 13:09:49,Trends,Dining,33557.72,INR,Credit Card,Martinezside,Deposit,August,Pending
vblair,GB30AIQJ03966370792645,saphiro,4989849903513,2025-07-03 17:00:58,JioMart,Travel,16810.84,INR,Bank Transfer,Lisaview,Deposit,May,Approved
timothymason,GB59YZSL02030536205696,Diners Club,6503254582289171,2025-07-14 21:24:41,V-Mart Retail Ltd,Travel,52076.73,INR,Bank Transfer,South Joshua,Deposit,August,Approved
jacobspamela,GB55DCCM48499505783511,Mastercard,4861649233944824817,2025-04-13 07:12:52,IKEA India,Dining,91756.39,INR,Debit Card,Mendezton,Refund,July,Pending
james18,GB36OEQK92269106676283,amex,340948265660067,2025-12-04 13:47:56,Foodhall,Health,64918.36,INR,Credit Card,Robinshire,Deposit,December,Pending
valeriejohnson,GB51NHME84949129333817,amex,2255367537222565,2025-08-09 13:37:53,Metro Cash & Carry India,Health,34575.16,INR,Bank Transfer,Port Tyler,Deposit,February,Pending
powersrhonda,GB98WKKM52381269954935,VISA,3506028041214895,2025-08-15 02:29:46,Godrej Consumer Products,Electronics,35853.64,INR,NEFT,West Rhonda,Refund,August,Pending
joseph95,GB08TGIA40052016855257,Discover,213164028966817,2025-07-18 09:34:03,Reliance Retail,Clothing,83320.80,INR,UPI,Watkinsside,Deposit,February,Declined
michelletodd,GB75PQSC36565029143330,saphiro,30539305440894,2025-10-11 02:04:59,Godrej Consumer Products,Clothing,2569.47,INR,Debit Card,Davidfurt,Withdrawal,July,Pending
obriennicholas,GB96GQOU76021865661015,VISA,4858151232334306,2025-02-24 20:38:28,Nykaa,Travel,99638.27,INR,NEFT,Sanchezfort,Purchase,September,Reversed
anna23,GB25NNBY04059588017292,rupay,4269030140498066419,2025-02-22 15:41:30,BlueStone,Travel,85072.04,INR,UPI,Blakeside,Refund,April,Declined
ubowman,GB79ZOCA53353849789271,Diners Club,4846784729552462,2025-12-18 04:58:05,Reliance Retail,Grocery,39314.13,INR,RTGS,New Tiffany,Deposit,June,Declined
juliecarter,GB08IWIR13961028875168,Maestro,2707114133002510,2025-10-06 18:32:45,Reliance Retail,Grocery,21399.95,INR,Bank Transfer,Hernandezhaven,Deposit,August,Pending
cpatel,GB81BBBG73639850016389,amex,3537544061616051,2025-10-23 17:33:37,CaratLane,Health,14991.34,INR,RTGS,Markberg,Withdrawal,August,Reversed
caseyscott,GB62VCEX94157304667788,VISA,6525610482824587,2025-04-09 15:40:14,Marks & Spencer India,Dining,67484.36,INR,Bank Transfer,Port Lisastad,Refund,July,Reversed
smithkristen,GB80WQFG15522267362412,American Express,213114270176094,2025-03-28 02:46:39,Big Bazaar,Electronics,22332.85,INR,UPI,Harrismouth,Deposit,October,Approved
erica15,GB15DRCF14320534755447,VISA,347083076898269,2025-03-05 04:42:18,Reliance Digital,Health,80190.94,INR,RTGS,Mckenzieton,Withdrawal,April,Reversed
amanda19,GB62EJKJ86321042397813,Mastercard,4607356712230,2025-07-26 20:45:02,IKEA India,Grocery,84776.22,INR,Bank Transfer,Susanside,Withdrawal,November,Pending
graceprice,GB43ZKHW37896422021119,VISA,4613585105158126,2025-11-14 18:46:53,Infiniti Retail Ltd,Dining,87853.10,INR,Bank Transfer,West Brooke,Purchase,May,Approved
christina57,GB82KLGE67665437187953,Mastercard,4831304328895,2025-09-25 01:33:33,BlueStone,Health,7993.60,INR,NEFT,Melindaside,Refund,December,Reversed
mullinsjessica,GB95TOHV01332689606094,Diners Club,4348955714424213,2025-08-04 09:32:37,Tata CLiQ,Health,27045.53,INR,Credit Card,Rushfort,Deposit,February,Approved
vcampbell,GB45GFSX68121662407451,VISA,3593776246083598,2025-03-27 14:08:18,Aditya Birla Retai,Grocery,22583.17,INR,Debit Card,Thomasport,Withdrawal,April,Approved
danielsedward,GB83CHBS27964840868863,saphiro,566669993628,2025-11-16 00:24:12,Godrej Consumer Products,Grocery,38436.65,INR,Credit Card,Latashafort,Deposit,November,Reversed
jenniferwilliams,GB21ESEQ44051531770733,Diners Club,2228041401642042,2025-02-25 23:34:53,Zivame,Dining,25099.06,INR,UPI,Thomasville,Deposit,September,Approved
bellkevin,GB29NEIT71978097354637,VISA,30518842827383,2025-01-31 15:34:59,Amazon India,Clothing,51438.16,INR,Credit Card,Sanchezport,Deposit,July,Approved
watsontheresa,GB65EZRI94784738548230,chhupay,30580696520787,2025-04-20 09:51:51,Urban Ladder,Travel,4841.17,INR,Credit Card,South Abigailton,Deposit,July,Pending
ann54,GB85ENER67113292141407,American Express,213102300804116,2025-01-30 19:12:21,Snapdeal,Clothing,16125.62,INR,Credit Card,New Angelaview,Purchase,July,Declined
carolyn69,GB04GPSE33575332790172,American Express,571172718686,2025-06-04 13:09:32,Amazon India,Clothing,73224.71,INR,Mobile Payment,Cherryshire,Deposit,August,Pending
osbornealexander,GB91YURP31448828155485,chhupay,4112194141028955778,2025-06-16 00:27:29,Nykaa,Dining,83081.34,INR,Bank Transfer,Hernandezbury,Deposit,February,Declined
berrynathaniel,GB35INCL80372397234344,chhupay,6011250580674518,2025-07-19 18:02:54,Snapdeal,Electronics,92466.55,INR,RTGS,Englishburgh,Purchase,October,Reversed
amanda19,GB21MWBZ32891780966746,VISA,3500927078269977,2025-09-22 16:00:29,Nilgiris,Electronics,94596.69,INR,UPI,Port Ashleytown,Withdrawal,December,Pending
rachaelthompson,GB29BOHI33108697138621,Diners Club,4497020897934,2025-07-24 21:47:40,Godrej Consumer Products,Health,46435.24,INR,Credit Card,New Bryanhaven,Deposit,July,Approved
jvega,GB11HATQ60345907675825,Discover,30539305440894,2025-09-04 11:49:03,Snapdeal,Grocery,53660.55,INR,Debit Card,New Patricia,Purchase,December,Pending
zpowell,GB27EQJW36714053124619,chhupay,180034864665873,2025-02-08 06:04:00,Pepperfry,Electronics,23475.36,INR,Bank Transfer,Melendezfurt,Deposit,April,Pending
carrollemily,GB19RTTI36320951401491,chhupay,060456458607,2025-09-11 12:55:20,Bewakoof,Travel,8915.52,INR,Bank Transfer,South Matthew,Purchase,March,Reversed
joshuaallison,GB26TKNQ39180857688088,VISA,3525447398763998,2025-03-12 15:58:03,Reliance Retail,Health,86100.02,INR,Mobile Payment,Tinamouth,Purchase,November,Reversed
rneal,GB70IWYJ86615385689599,Maestro,4328848799277,2025-02-18 13:23:16,BabyChakra,Health,81607.94,INR,Bank Transfer,East Eric,Purchase,April,Declined
michael87,GB51AEMW52693411646490,Diners Club,340201160096817,2025-08-11 00:31:20,Amazon India,Electronics,8218.38,INR,Debit Card,Curryville,Refund,March,Declined
hkline,GB72BGWW52375032345022,VISA,4059335225183,2025-02-09 00:13:16,Tata CLiQ,Travel,83462.22,INR,Bank Transfer,Port Robertburgh,Refund,July,Pending
mariataylor,GB96KFHX23635239663078,VISA,3505308253323191,2025-06-18 20:45:31,Spar Hypermarket,Electronics,13628.45,INR,Bank Transfer,Port Caleb,Deposit,May,Approved
douglassanchez,GB85UZGC47954882944389,VISA,4972887706647548,2025-07-08 05:27:25,Reliance Retail,Clothing,66623.89,INR,NEFT,New Alicia,Purchase,January,Declined
dcohen,GB97MOKX06987073814177,Mastercard,4269030140498066419,2025-09-01 01:11:18,Aditya Birla Retai,Dining,90756.84,INR,RTGS,East Gregory,Refund,April,Approved
nancyanderson,GB04SNID20476785817434,saphiro,4611262928803955,2025-10-09 08:46:46,Titan Company,Grocery,91510.66,INR,Debit Card,Lake Jeromebury,Deposit,December,Approved
thomas78,GB42IKEV37846776086442,VISA,4286824722903978,2025-11-23 10:14:49,FirstCry,Clothing,38196.75,INR,Mobile Payment,Adkinsside,Refund,October,Reversed
omendez,GB86GJAN20284014605978,VISA,3598337976799054,2025-08-09 22:31:25,Foodhall,Electronics,87514.23,INR,NEFT,North Denisebury,Deposit,July,Declined
pruittamanda,GB09ATPY68077017153571,amex,2283795093423894,2025-10-11 05:29:19,Future Group,Electronics,63539.69,INR,UPI,West Cynthia,Purchase,March,Approved
gutierrezwendy,GB29EMHH79323039701920,American Express,3584019735218263,2025-01-11 22:26:31,Nykaa,Electronics,48211.60,INR,RTGS,West April,Deposit,November,Pending
flamb,GB67UFSL50027563795327,American Express,180091973524508,2025-10-24 05:04:13,Tata CLiQ,Travel,58298.63,INR,Credit Card,South Amandaborough,Withdrawal,December,Pending
brianramirez,GB91ZWLN78211804489443,saphiro,4442856424035114,2025-04-05 12:44:55,Spar Hypermarket,Grocery,26249.40,INR,UPI,West Susanhaven,Withdrawal,May,Approved
jacksonkyle,GB16PSTK54193526494458,amex,4237884367563115,2025-07-31 22:09:50,Spar Hypermarket,Dining,5746.05,INR,RTGS,Lake Angela,Purchase,June,Pending
beckcharles,GB57LSES85659597641465,VISA,3597461558757859,2025-05-10 03:45:22,Future Group,Travel,11019.89,INR,Bank Transfer,North Johnland,Withdrawal,March,Reversed
anthonygomez,GB27QFLX80681921751968,VISA,4712425006080124464,2025-07-18 13:46:05,Reliance Fresh,Travel,90171.56,INR,UPI,South Shannonview,Withdrawal,August,Pending
johnstonbenjamin,GB93VIMW62491062089761,Maestro,575023974935,2025-03-24 18:15:27,Brand Factory,Grocery,85000.33,INR,UPI,Erintown,Purchase,March,Declined
maria25,GB35NVDB86831471038321,chhupay,4638203648856476,2025-01-10 22:01:54,Shoppers Stop,Health,10538.01,INR,Credit Card,New Ryanfort,Purchase,May,Pending
sarah08,GB40BIHT50083439749262,VISA,4585241382347651,2025-04-30 20:53:06,Snapdeal,Travel,49214.86,INR,UPI,Brandonport,Refund,October,Pending
michael57,GB90ITSI01554246881010,chhupay,2710152745375762,2025-02-01 15:17:47,Spar Hypermarket,Travel,16371.60,INR,Bank Transfer,New Cynthia,Withdrawal,October,Reversed
mollyrichardson,GB31XUVT66485957087510,VISA,347313653761998,2025-08-11 10:20:51,Myntra,Dining,38455.49,INR,Credit Card,East Chadberg,Purchase,June,Pending
jessica41,GB28GCYY33151506523994,Maestro,36947213470230,2025-04-15 22:52:27,Pantaloons,Clothing,34333.31,INR,NEFT,Lake Christopher,Purchase,August,Approved
allenlauren,GB26ZILQ16993256191038,rupay,676194359714,2025-06-19 23:48:42,Trends,Travel,84595.78,INR,RTGS,Johnsonfort,Purchase,August,Reversed
bgarza,GB19ELHR90560828363870,chhupay,30442002635470,2025-05-05 06:10:41,CaratLane,Health,19254.84,INR,Credit Card,Timothyview,Purchase,September,Declined
wpatrick,GB82MMTP79603004005140,chhupay,569536136512,2025-01-06 06:21:49,Brand Factory,Grocery,26052.90,INR,Bank Transfer,New Jasonborough,Deposit,February,Reversed
lewisadam,GB94HLSE31776860301663,chhupay,346608329322278,2025-10-17 12:03:39,BlueStone,Health,30836.89,INR,RTGS,Savageport,Refund,April,Approved
jjohnson,GB91PGHG60923597601761,Discover,4337448031228882,2025-08-05 11:15:57,V-Mart Retail Ltd,Clothing,80000.74,INR,Mobile Payment,South Michaelmouth,Purchase,July,Reversed
charlesmaldonado,GB32SOSO09980665313218,VISA,4850621838658918,2025-09-10 06:24:37,JioMart,Travel,47085.26,INR,Debit Card,Bakerton,Withdrawal,April,Declined
ryoung,GB14WZEW43045697561743,Diners Club,676399092250,2025-01-03 15:13:11,BabyChakra,Grocery,27925.79,INR,Mobile Payment,Port Cynthiamouth,Purchase,February,Reversed
gutierrezwendy,GB49CBTQ76754549063448,VISA,349952804099572,2025-02-21 07:46:37,Aditya Birla Retai,Dining,58227.43,INR,RTGS,Lake Elizabeth,Purchase,March,Approved
hlong,GB38ULPT75209833999569,American Express,6011473966879481,2025-11-14 09:47:55,Spar Hypermarket,Electronics,34665.52,INR,UPI,New Jessica,Refund,July,Pending
drichardson,GB04IXBM56349451125323,American Express,4919862025288809,2025-12-03 19:26:34,HyperCity,Dining,23782.07,INR,Debit Card,Chadfurt,Withdrawal,August,Declined
gmcdowell,GB81EWCY36950195772056,saphiro,213140307715240,2025-03-24 14:14:02,ShopClues,Travel,13548.42,INR,RTGS,Port Charlesfurt,Refund,May,Approved
btaylor,GB06QIER18119541954952,amex,6011901092947590,2025-08-10 01:22:48,Aditya Birla Retai,Travel,40281.25,INR,Debit Card,Courtneyton,Refund,September,Reversed
jacksonmatthew,GB04KHNF27105057174257,amex,30518842827383,2025-03-07 13:58:22,FirstCry,Dining,39529.33,INR,Debit Card,South Megan,Deposit,July,Reversed
daniel45,GB31ZSLN26238413018700,Diners Club,5578041160794538,2025-07-11 11:41:54,Trends,Travel,4898.63,INR,Mobile Payment,Edwardsburgh,Deposit,September,Reversed
christina57,GB70PAOU50871962788201,VISA,213199151494195,2025-12-04 18:21:41,Pepperfry,Dining,96955.55,INR,Mobile Payment,Perrytown,Purchase,July,Approved
george56,GB21SJQV24463575511643,chhupay,4989849903513,2025-02-06 10:34:48,Spar Hypermarket,Electronics,77278.25,INR,Credit Card,Williamsstad,Purchase,May,Approved
rachaelthompson,GB72GWTJ93101386490517,amex,4033041467220792153,2025-02-17 20:31:55,Metro Cash & Carry India,Grocery,62206.33,INR,Mobile Payment,Clarkemouth,Purchase,July,Declined
brownmelinda,GB68GMFO86525841861200,saphiro,3510522975793811,2025-01-08 05:08:30,Nykaa,Health,43759.74,INR,NEFT,Michelefurt,Deposit,November,Pending
gflynn,GB42QMYV22470721143691,saphiro,3529271642605482,2025-01-18 03:11:24,Reliance Digital,Travel,42399.36,INR,Bank Transfer,North Dennisville,Purchase,September,Pending
zhines,GB86TWAP70078787835719,Diners Club,180028694206627,2025-12-22 02:32:52,Pantaloons,Grocery,77173.42,INR,Mobile Payment,East Matthew,Purchase,January,Pending
michael91,GB87XTUW14280982599789,VISA,4073863130679067201,2025-06-07 21:30:38,CaratLane,Travel,33592.46,INR,NEFT,Jacksonport,Deposit,April,Reversed
tamara74,GB81AJHU97946237939497,rupay,4464202715857234390,2025-06-20 04:26:53,Future Group,Dining,17000.94,INR,UPI,Gonzalezberg,Refund,May,Declined
juan71,GB03ZYLE30195288845859,rupay,4073863130679067201,2025-06-08 09:04:20,Urban Ladder,Electronics,28448.57,INR,RTGS,South Jasmine,Refund,October,Pending
michael20,GB18FAKH72501792642071,rupay,4584890372435,2025-01-06 18:23:59,Metro Cash & Carry India,Clothing,10534.99,INR,Mobile Payment,Kevinshire,Refund,July,Reversed
brittanylane,GB63JETQ46203637234215,VISA,3500288232231415,2025-07-29 19:33:01,Brand Factory,Dining,71296.36,INR,Mobile Payment,Hardyberg,Purchase,July,Pending
francis99,GB47TQXB09100776474344,VISA,3553337594391832,2025-02-13 09:34:03,Avenue Supermarts,Grocery,24317.46,INR,NEFT,Jacksonville,Purchase,September,Reversed
darrenraymond,GB48LUTB43066455288343,VISA,5520489993624142,2025-04-10 08:11:02,Godrej Consumer Products,Grocery,61544.34,INR,NEFT,Port Shaneberg,Purchase,May,Pending
stoneamanda,GB04WLTW11169034692663,Mastercard,2400294092727982,2025-10-11 07:37:51,Godrej Consumer Products,Dining,73013.98,INR,Credit Card,Barkerfort,Refund,June,Reversed
virginiaspence,GB26UMFE75519675702867,VISA,180034434076916,2025-02-24 06:18:21,Amazon India,Travel,74113.98,INR,Credit Card,South Robert,Deposit,February,Declined
nlee,GB47NITX31836627339179,American Express,3589802346393723,2025-04-14 19:41:44,Flipkart,Electronics,36097.10,INR,Bank Transfer,Housefurt,Deposit,July,Reversed
jacobsonmichelle,GB50YXIC84901510437282,VISA,4010731127556991,2025-01-27 21:47:05,CaratLane,Grocery,82418.84,INR,Debit Card,Elaineton,Deposit,June,Reversed
tamarajohnson,GB79SVWA37410407979620,VISA,4160637296713677,2025-10-18 05:44:56,BigBasket,Electronics,11593.05,INR,Mobile Payment,West Ashleychester,Purchase,March,Pending
alindsey,GB12LNTL03568240232194,saphiro,2700966856154381,2025-06-30 03:40:50,Shoppers Stop,Travel,45473.73,INR,Credit Card,Meganville,Deposit,August,Declined
christophersmith,GB86ZQCN71899446808019,Mastercard,4774299894890254,2025-10-02 20:02:22,Foodhall,Electronics,54276.81,INR,Credit Card,New Albertbury,Withdrawal,January,Reversed
frankmccoy,GB51FUUL41597446290697,saphiro,5413879767882910,2025-12-03 16:10:03,Meesho,Dining,73202.73,INR,Debit Card,New Marymouth,Withdrawal,July,Pending
dorispeters,GB09KOOC86384831918053,chhupay,180040014507683,2025-01-02 02:07:24,Brand Factory,Grocery,98501.00,INR,Mobile Payment,West Charles,Refund,July,Approved
williamscassidy,GB63RTKM38777242918262,American Express,4891459160220,2025-06-10 14:13:42,HyperCity,Clothing,95387.64,INR,RTGS,East Brianfurt,Refund,November,Reversed
brittanylane,GB51UIJN26361012024327,chhupay,3528836791937653,2025-07-04 02:20:22,IKEA India,Health,40881.54,INR,Debit Card,Annaview,Refund,January,Declined
laurarobinson,GB68AEHO45454870922264,chhupay,561516470623,2025-08-17 16:00:57,Central,Grocery,57340.25,INR,Credit Card,Jeffreyport,Refund,March,Approved
erica01,GB21EPWW82443085323381,Maestro,4989615510022973718,2025-01-29 19:57:50,Future Group,Dining,74979.41,INR,Mobile Payment,New Craig,Refund,October,Declined
heidi94,GB13UUWJ89469809599803,VISA,4453473877846058,2025-02-08 18:01:20,IKEA India,Dining,93037.72,INR,RTGS,Millerchester,Refund,July,Declined
craig92,GB55IXER52346971654774,Maestro,347022711472924,2025-04-27 09:33:15,Pantaloons,Grocery,73607.13,INR,Debit Card,Lake Rebecca,Deposit,February,Approved
ewhite,GB85BCBY68689481268518,rupay,4720819576217423481,2025-07-02 23:08:22,Pantaloons,Electronics,43795.94,INR,Bank Transfer,Johnshire,Withdrawal,April,Pending
yvelez,GB24HXEA14621622412190,Mastercard,4088511149115,2025-02-02 06:50:11,Foodhall,Health,27721.23,INR,Credit Card,New Robinchester,Purchase,July,Declined
morgankelly,GB54HEIO69044968183003,Maestro,4910382209664499549,2025-04-17 11:30:57,Shoppers Stop,Travel,36184.29,INR,Mobile Payment,Jonesville,Purchase,December,Reversed
collinsalison,GB85AVVN11774614678160,American Express,4520081992742687208,2025-12-12 02:30:53,Flipkart,Clothing,76502.75,INR,Credit Card,South Patriciashire,Purchase,March,Reversed
ryan12,GB26DPCJ33402331988885,amex,3561120315862509,2025-09-01 04:29:56,Flipkart,Clothing,27805.84,INR,Credit Card,Williamsport,Deposit,August,Reversed
erica15,GB49PTVN33099994768633,VISA,3519370160396581,2025-01-19 21:21:35,Nykaa,Dining,9777.88,INR,Credit Card,Ryanmouth,Refund,December,Declined
jhayes,GB05FHVP59956708141375,Discover,30478994484600,2025-01-10 09:04:51,Flipkart,Health,96443.84,INR,Credit Card,West Jamesport,Withdrawal,October,Reversed
jball,GB19OSJZ45834402038157,VISA,6538887565774856,2025-02-04 23:17:37,Godrej Consumer Products,Electronics,33337.35,INR,Credit Card,Hughesport,Refund,March,Approved
carrdeanna,GB22PHAF85023864478781,rupay,3553182783877302,2025-03-08 01:19:43,Shoppers Stop,Dining,65878.64,INR,Mobile Payment,North Cassandra,Deposit,June,Declined
courtneytravis,GB66UDLA53490167615188,American Express,2400294092727982,2025-06-17 17:00:27,Godrej Consumer Products,Travel,38994.47,INR,Debit Card,Joshuaburgh,Withdrawal,September,Approved
hernandezchelsea,GB72UHYR54522809743246,amex,180057377116639,2025-03-13 03:45:36,Trends,Health,20246.36,INR,UPI,Port Michaelfort,Deposit,January,Declined
davidjohnson,GB84UZCO33841794093457,Mastercard,4252463087364,2025-02-02 22:32:30,Amazon India,Health,88710.45,INR,RTGS,West Jacquelineburgh,Deposit,October,Declined
marissa73,GB68DJWD60030147088133,Maestro,4488365500339378714,2025-01-10 03:43:30,Spencer’s Retail,Health,10788.63,INR,RTGS,Port Allen,Deposit,September,Reversed
owright,GB16PQAR26671566982262,VISA,370932687994083,2025-06-01 06:10:41,Tata CLiQ,Grocery,10783.64,INR,Bank Transfer,Gomezshire,Deposit,January,Pending
whitediane,GB81NYJO68807014659283,chhupay,4589965875772613,2025-01-25 04:39:34,Reliance Fresh,Grocery,70760.24,INR,NEFT,East Melissa,Deposit,August,Approved
nguyenstephen,GB87WTOD26100284801080,VISA,3537544061616051,2025-10-27 03:55:18,Reliance Fresh,Health,54281.70,INR,Mobile Payment,West Stevenville,Refund,August,Declined
mariataylor,GB84NEAQ32756730358252,VISA,4842176244759967,2025-11-08 07:17:03,Lenskart,Clothing,77539.08,INR,Credit Card,New Anthony,Deposit,December,Declined
howardsusan,GB70OFXR31801849972485,VISA,180099733677771,2025-09-02 18:09:40,Tata CLiQ,Dining,73279.35,INR,RTGS,Lake Rebekah,Purchase,April,Reversed
yweber,GB23WIHD82833016325804,chhupay,180038849189875,2025-04-01 09:55:12,Metro Cash & Carry India,Dining,16841.04,INR,UPI,New Jerryton,Refund,July,Approved
maria25,GB48JTUN47476105077162,American Express,4273029256723,2025-03-08 10:37:59,Nykaa,Dining,85223.17,INR,NEFT,Dalechester,Refund,April,Declined
hkline,GB83PLBQ49422959058443,American Express,2335267149582485,2025-05-22 00:00:04,Shoppers Stop,Electronics,49292.81,INR,Mobile Payment,Pamelaborough,Purchase,January,Approved
